"ST24Q01","ST24Q02","ST24Q03","ST24Q04"
"Agree","Disagree","Disagree","Disagree"
"Disagree","Strongly disagree","Strongly disagree","Agree"
"Agree","Strongly disagree","Strongly disagree","Strongly disagree"
"Strongly disagree","Strongly agree","Strongly agree","Agree"
"Agree","Disagree","Disagree","Strongly disagree"
"Agree","Disagree","Disagree","Disagree"
"Disagree","Disagree","Agree","Agree"
"Agree","Disagree","Agree","Disagree"
"Agree","Strongly disagree","Disagree","Strongly disagree"
"Strongly disagree","Agree","Agree","Disagree"
"Disagree","Disagree","Disagree","Agree"
"Strongly agree","Disagree","Strongly disagree","Strongly disagree"
"Agree","Disagree","Agree","Disagree"
"Agree","Disagree","Agree","Disagree"
"Agree","Disagree","Disagree","Agree"
"Disagree","Disagree","Disagree","Agree"
"Disagree","Agree","Agree","Strongly disagree"
"Strongly agree","Agree","Disagree","Agree"
"Agree","Strongly disagree","Disagree","Strongly disagree"
"Disagree","Strongly disagree","Disagree","Strongly disagree"
"Agree","Disagree","Strongly disagree","Disagree"
"Disagree","Disagree","Agree","Agree"
"Agree","Strongly disagree","Disagree","Agree"
"Agree","Disagree","Disagree","Strongly disagree"
"Agree","Agree","Agree","Disagree"
"Strongly disagree","Agree","Agree","Disagree"
"Agree","Strongly disagree","Strongly disagree","Disagree"
"Disagree","Strongly agree","Strongly disagree","Strongly disagree"
"Disagree","Agree","Agree","Strongly agree"
"Agree","Agree","Disagree","Agree"
"Strongly disagree","Agree","Disagree","Disagree"
"Agree","Agree","Disagree","Agree"
"Disagree","Disagree","Strongly disagree","Strongly agree"
"Strongly disagree","Strongly agree","Strongly agree","Strongly disagree"
"Disagree","Disagree","Agree","Strongly disagree"
"Disagree","Agree","Agree","Strongly disagree"
"Strongly agree","Strongly disagree","Agree","Strongly agree"
"Disagree","Agree","Strongly disagree","Disagree"
"Disagree","Agree","Strongly agree","Strongly disagree"
"Strongly disagree","Strongly agree","Strongly agree","Strongly disagree"
"Disagree","Disagree","Agree","Disagree"
"Disagree","Disagree","Agree","Disagree"
"Disagree","Disagree","Agree","Disagree"
"Strongly agree","Strongly disagree","Strongly disagree","Strongly agree"
"Agree","Disagree","Disagree","Agree"
"Agree","Strongly disagree","Disagree","Strongly agree"
"Strongly agree","Agree","Agree","Agree"
"Strongly agree","Strongly disagree","Strongly disagree","Strongly agree"
"Disagree","Disagree","Agree","Agree"
"Strongly disagree","Strongly agree","Strongly agree","Strongly disagree"
"Strongly disagree","Agree","Agree","Strongly disagree"
"Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree"
"Strongly agree","Strongly disagree","Strongly disagree","Agree"
"Disagree","Agree","Agree","Disagree"
"Strongly disagree","Agree","Agree","Strongly disagree"
"Strongly disagree","Strongly agree","Strongly agree","Strongly disagree"
"Strongly disagree","Agree","Strongly disagree","Agree"
"Agree","Disagree","Agree","Agree"
"Disagree","Agree","Agree","Disagree"
"Strongly disagree","Agree","Strongly agree","Agree"
"Strongly agree","Strongly disagree","Disagree","Agree"
"Disagree","Agree","Strongly disagree","Strongly disagree"
"Agree","Disagree","Disagree","Agree"
"Agree","Disagree","Strongly disagree","Disagree"
"Disagree","Disagree","Disagree","Strongly agree"
"Strongly disagree","Agree","Disagree","Agree"
"Agree","Disagree","Strongly disagree","Disagree"
"Disagree","Agree","Disagree","Agree"
"Agree","Disagree","Disagree","Disagree"
"Agree","Strongly disagree","Disagree","Strongly disagree"
"Disagree","Disagree","Agree","Strongly disagree"
"Agree","Strongly disagree","Strongly agree","Strongly agree"
"Agree","Disagree","Agree","Disagree"
"Agree","Strongly disagree","Strongly disagree","Agree"
"Strongly agree","Disagree","Strongly disagree","Agree"
"Disagree","Disagree","Disagree","Strongly disagree"
"Strongly disagree","Agree","Agree","Disagree"
"Disagree","Strongly disagree","Strongly disagree","Strongly agree"
"Strongly disagree","Strongly disagree","Agree","Strongly disagree"
"Agree","Disagree","Strongly disagree","Disagree"
"Agree","Strongly disagree","Strongly disagree","Agree"
"Agree","Strongly disagree","Disagree","Agree"
"Strongly disagree","Agree","Disagree","Disagree"
"Strongly disagree","Strongly agree","Agree","Strongly disagree"
"Disagree","Agree","Agree","Strongly disagree"
"Agree","Strongly disagree","Strongly disagree","Disagree"
"Agree","Disagree","Strongly disagree","Strongly agree"
"Agree","Disagree","Disagree","Disagree"
"Agree","Disagree","Disagree","Agree"
"Agree","Disagree","Agree","Disagree"
"Agree","Disagree","Disagree","Agree"
"Agree","Disagree","Disagree","Disagree"
"Agree","Strongly disagree","Disagree","Disagree"
"Agree","Strongly disagree","Strongly disagree","Agree"
"Disagree","Agree","Agree","Agree"
"Disagree","Agree","Agree","Agree"
"Agree","Disagree","Agree","Disagree"
"Disagree","Disagree","Agree","Disagree"
"Disagree","Agree","Agree","Disagree"
"Agree","Agree","Disagree","Agree"
"Agree","Disagree","Disagree","Disagree"
"Disagree","Agree","Strongly disagree","Disagree"
"Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree"
"Agree","Disagree","Disagree","Agree"
"Agree","Disagree","Agree","Disagree"
"Strongly disagree","Disagree","Agree","Disagree"
"Disagree","Agree","Agree","Strongly disagree"
"Disagree","Disagree","Disagree","Disagree"
"Agree","Disagree","Disagree","Agree"
"Agree","Strongly disagree","Disagree","Disagree"
"Disagree","Agree","Strongly disagree","Disagree"
"Strongly agree","Strongly disagree","Disagree","Agree"
"Agree","Disagree","Disagree","Agree"
"Disagree","Disagree","Agree","Disagree"
"Disagree","Agree","Agree","Strongly disagree"
"Disagree","Agree","Strongly agree","Agree"
"Strongly disagree","Disagree","Agree","Disagree"
"Strongly disagree","Agree","Agree","Strongly disagree"
"Agree","Agree","Agree","Strongly agree"
"Strongly disagree","Strongly disagree","Agree","Agree"
"Agree","Disagree","Agree","Disagree"
"Strongly agree","Disagree","Disagree","Strongly disagree"
"Agree","Disagree","Disagree","Agree"
"Strongly disagree","Strongly agree","Agree","Strongly disagree"
"Strongly disagree","Agree","Agree","Disagree"
"Agree","Disagree","Agree","Disagree"
"Disagree","Agree","Agree","Disagree"
"Agree","Disagree","Agree","Agree"
"Disagree","Disagree","Agree","Disagree"
"Disagree","Agree","Agree","Disagree"
"Disagree","Disagree","Disagree","Strongly disagree"
"Agree","Disagree","Disagree","Agree"
"Agree","Disagree","Disagree","Strongly disagree"
"Disagree","Agree","Agree","Strongly agree"
"Strongly disagree","Agree","Agree","Disagree"
"Disagree","Disagree","Disagree","Agree"
"Disagree","Disagree","Agree","Disagree"
"Disagree","Disagree","Disagree","Strongly disagree"
"Strongly disagree","Disagree","Agree","Disagree"
"Strongly agree","Disagree","Strongly disagree","Strongly agree"
"Disagree","Strongly disagree","Disagree","Disagree"
"Disagree","Strongly disagree","Agree","Disagree"
"Disagree","Agree","Agree","Disagree"
"Disagree","Agree","Disagree","Strongly disagree"
"Agree","Disagree","Strongly disagree","Strongly agree"
"Disagree","Agree","Disagree","Agree"
"Agree","Disagree","Disagree","Agree"
"Strongly disagree","Agree","Agree","Strongly disagree"
"Disagree","Agree","Agree","Strongly disagree"
"Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree"
"Disagree","Strongly disagree","Strongly disagree","Agree"
NA,NA,"Strongly disagree",NA
"Agree","Strongly disagree","Strongly disagree","Disagree"
"Agree","Disagree","Disagree","Disagree"
"Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree"
"Agree","Strongly disagree","Agree","Disagree"
"Agree","Strongly disagree","Strongly disagree","Disagree"
"Disagree","Agree","Strongly disagree","Strongly disagree"
"Agree","Disagree","Disagree","Disagree"
"Disagree","Strongly agree","Strongly agree","Agree"
"Disagree","Agree","Strongly disagree","Strongly agree"
"Agree","Strongly disagree","Agree","Disagree"
"Strongly disagree","Strongly agree","Agree","Disagree"
"Disagree","Agree","Disagree","Disagree"
"Strongly disagree","Strongly disagree","Strongly disagree","Agree"
"Agree","Disagree","Strongly disagree","Agree"
"Strongly disagree","Disagree","Disagree","Disagree"
"Disagree","Disagree","Agree","Strongly disagree"
"Agree","Agree","Disagree","Disagree"
"Agree","Disagree","Agree","Agree"
"Strongly disagree","Disagree","Agree","Strongly disagree"
"Strongly agree","Strongly disagree","Strongly disagree","Agree"
"Strongly disagree","Disagree","Agree","Strongly disagree"
"Strongly agree","Disagree","Strongly disagree","Strongly agree"
"Agree","Disagree","Disagree","Disagree"
"Agree","Agree","Agree","Disagree"
"Disagree","Disagree","Strongly disagree","Disagree"
"Strongly disagree","Disagree","Agree","Strongly agree"
"Disagree","Agree","Disagree","Agree"
"Strongly agree","Strongly disagree","Agree","Strongly disagree"
"Agree","Agree","Agree","Agree"
"Disagree","Agree","Agree","Agree"
"Agree","Agree","Agree","Agree"
"Agree","Strongly disagree","Strongly disagree","Disagree"
"Disagree","Agree","Agree","Disagree"
"Agree","Disagree","Agree","Disagree"
"Strongly disagree","Agree","Agree","Agree"
"Disagree","Agree","Strongly agree","Agree"
"Agree","Strongly agree","Agree","Disagree"
"Disagree","Agree","Agree","Agree"
"Disagree","Agree","Agree","Disagree"
"Strongly disagree","Strongly agree","Strongly agree","Strongly disagree"
"Agree","Disagree","Agree","Disagree"
"Strongly agree","Disagree","Disagree","Disagree"
"Strongly disagree","Agree","Disagree","Strongly disagree"
"Disagree","Disagree","Disagree","Disagree"
"Agree","Disagree","Strongly disagree","Disagree"
"Agree","Disagree","Disagree","Strongly disagree"
"Disagree","Disagree","Agree","Strongly disagree"
"Strongly agree","Strongly disagree","Disagree","Disagree"
"Disagree","Strongly disagree","Strongly disagree","Strongly disagree"
"Strongly disagree","Strongly agree","Strongly agree","Strongly agree"
"Agree","Disagree","Disagree","Strongly agree"
"Agree","Strongly agree","Disagree","Disagree"
"Agree","Strongly disagree","Agree","Strongly agree"
"Disagree","Disagree","Agree","Agree"
NA,NA,NA,NA
"Strongly disagree","Agree","Strongly disagree","Strongly disagree"
"Agree","Disagree","Disagree","Agree"
"Disagree","Disagree","Disagree","Disagree"
"Agree","Strongly disagree","Disagree","Agree"
"Disagree","Agree","Agree","Disagree"
"Strongly disagree","Strongly disagree","Strongly disagree","Agree"
"Agree","Agree","Disagree","Agree"
"Agree","Agree","Agree","Agree"
"Agree","Disagree","Strongly agree","Strongly agree"
"Strongly disagree","Agree","Disagree","Disagree"
"Strongly disagree","Strongly agree","Agree","Disagree"
"Disagree","Agree","Disagree","Strongly disagree"
"Disagree","Disagree","Agree","Strongly disagree"
"Disagree","Strongly disagree","Strongly disagree","Strongly disagree"
"Disagree","Agree","Strongly agree","Disagree"
"Strongly disagree","Agree","Agree","Strongly disagree"
"Disagree","Agree","Disagree","Strongly agree"
"Agree","Disagree","Strongly disagree","Strongly disagree"
"Agree","Strongly disagree","Strongly disagree","Disagree"
"Agree","Agree","Agree","Disagree"
"Disagree","Agree","Strongly agree","Disagree"
"Strongly disagree","Agree","Strongly agree","Disagree"
"Disagree","Agree","Disagree","Disagree"
"Disagree","Disagree","Disagree","Strongly disagree"
"Disagree","Agree","Agree","Strongly disagree"
"Strongly disagree","Disagree","Strongly disagree","Strongly disagree"
"Agree","Disagree","Disagree","Strongly agree"
"Disagree","Disagree","Disagree","Strongly disagree"
"Agree","Disagree","Strongly disagree","Strongly agree"
"Strongly agree","Disagree","Disagree","Strongly disagree"
"Agree","Strongly disagree","Strongly disagree","Disagree"
"Agree","Strongly agree","Agree","Strongly agree"
"Strongly disagree","Agree","Agree","Disagree"
"Disagree","Agree","Disagree","Agree"
"Agree","Agree","Disagree","Disagree"
"Strongly disagree","Agree","Agree","Disagree"
"Disagree","Agree","Disagree","Disagree"
"Disagree","Disagree","Disagree","Agree"
"Strongly disagree","Agree","Agree","Strongly disagree"
"Disagree","Strongly agree","Agree","Strongly disagree"
"Disagree","Agree","Disagree","Strongly agree"
"Strongly agree","Agree","Strongly agree","Agree"
"Strongly agree","Agree","Disagree","Strongly agree"
"Agree","Disagree","Disagree","Disagree"
"Strongly agree","Agree","Disagree","Disagree"
"Disagree","Disagree","Disagree","Disagree"
"Agree","Strongly disagree","Disagree","Strongly agree"
"Disagree","Agree","Agree","Disagree"
"Disagree","Disagree","Disagree","Strongly disagree"
"Agree","Disagree","Strongly disagree","Disagree"
"Disagree","Disagree","Disagree","Disagree"
"Disagree","Agree","Disagree","Agree"
"Disagree","Agree","Strongly disagree","Agree"
"Strongly disagree","Strongly disagree","Strongly disagree","Agree"
"Disagree","Disagree","Disagree","Disagree"
"Disagree","Agree","Disagree","Disagree"
"Agree","Disagree","Disagree","Agree"
"Disagree","Agree","Agree","Disagree"
"Disagree","Disagree","Agree","Disagree"
"Agree","Disagree","Strongly disagree","Agree"
"Disagree","Agree","Agree","Disagree"
"Disagree","Disagree","Strongly disagree","Agree"
"Disagree","Strongly disagree","Strongly disagree","Agree"
"Disagree","Disagree","Agree","Disagree"
"Agree","Agree","Disagree","Disagree"
"Disagree","Agree","Disagree","Agree"
"Disagree","Strongly agree","Agree","Disagree"
"Agree","Strongly agree","Agree","Strongly agree"
"Disagree","Disagree","Agree","Agree"
"Disagree","Disagree","Agree","Disagree"
"Disagree","Disagree","Disagree","Disagree"
"Agree","Strongly disagree","Strongly disagree","Strongly disagree"
"Strongly disagree","Agree","Strongly agree","Agree"
"Agree","Disagree","Disagree","Disagree"
"Strongly disagree","Strongly agree","Agree","Strongly disagree"
"Strongly disagree","Agree","Agree","Agree"
"Disagree","Agree","Agree","Agree"
"Disagree","Strongly disagree","Disagree","Strongly disagree"
"Strongly disagree","Agree","Disagree","Agree"
"Strongly disagree","Strongly agree","Strongly disagree","Agree"
"Strongly agree","Agree","Agree","Disagree"
"Agree","Disagree","Disagree","Agree"
"Disagree","Strongly disagree","Disagree","Disagree"
"Strongly disagree","Agree","Agree","Disagree"
NA,NA,NA,NA
"Disagree","Agree","Agree","Disagree"
"Disagree","Agree","Agree","Strongly agree"
"Agree","Agree","Strongly disagree","Agree"
"Strongly disagree","Agree","Disagree","Agree"
"Agree","Strongly disagree","Disagree","Agree"
"Disagree","Strongly agree","Agree","Disagree"
"Agree","Agree","Agree","Strongly disagree"
"Strongly disagree","Agree","Strongly disagree","Strongly disagree"
"Agree","Strongly disagree","Strongly disagree","Disagree"
NA,"Strongly agree",NA,NA
"Disagree","Agree","Agree","Disagree"
"Strongly disagree","Disagree","Agree","Strongly disagree"
"Agree","Strongly disagree","Disagree","Strongly agree"
"Agree","Disagree","Disagree","Agree"
"Agree","Disagree","Strongly disagree","Strongly disagree"
"Agree","Agree","Agree","Agree"
"Disagree","Agree","Agree","Agree"
"Agree","Strongly disagree","Agree","Strongly disagree"
"Strongly agree","Strongly disagree","Agree","Disagree"
"Disagree","Strongly disagree","Disagree","Agree"
"Agree","Strongly disagree","Disagree","Disagree"
NA,"Strongly disagree","Strongly disagree","Agree"
"Strongly agree","Disagree","Disagree","Agree"
"Agree","Agree","Strongly disagree","Agree"
"Agree","Disagree","Agree","Agree"
"Agree","Disagree","Strongly disagree","Disagree"
"Agree","Disagree","Disagree","Agree"
"Agree","Agree","Agree","Disagree"
"Strongly disagree","Disagree","Agree","Disagree"
"Strongly agree","Disagree","Disagree","Agree"
NA,"Strongly agree",NA,NA
"Agree","Strongly disagree","Strongly disagree","Agree"
"Disagree","Disagree","Strongly agree","Agree"
"Agree","Disagree","Strongly disagree","Agree"
"Agree","Agree","Disagree","Agree"
"Disagree","Agree","Strongly disagree","Disagree"
"Agree","Strongly disagree","Strongly disagree","Strongly disagree"
"Agree","Disagree","Disagree","Disagree"
"Agree","Disagree","Disagree","Disagree"
"Agree","Disagree","Strongly disagree","Agree"
"Agree","Strongly disagree","Strongly disagree","Strongly disagree"
"Strongly agree","Disagree","Strongly disagree","Strongly agree"
"Strongly disagree","Agree","Strongly disagree","Strongly disagree"
